Timestamp,Incident_ID,Building_Level,Zone_ID,Zone_Name,Zone_X_Min,Zone_Y_Min,Zone_X_Max,Zone_Y_Max,Zone_Center_X,Zone_Center_Y,Adult_Count,Child_Count,Elderly_Count,Disabled_Count,Total_Occupancy_Raw,Fire_Alarm_Triggered,Smoke_Obscuration_Pct,Sprinkler_System_Status,Hazard_Level_Rating,Zone_Clearance_Status,Exit_Route_Passable,Evacuation_Priority_Score,Last_Manual_Sweep_Time,Event_Type,Details,PM2.5,VOC,Temperature,CO2,Humidity,Hazard_Level_Score,Hour,Minute,TimeInMinutes,Zone_Enc,Floor_Enc,Vulnerable_Count,Vulnerable_Ratio,Exit_Passable_Enc,Sprinkler_Enc,Temp_Trend,Smoke_Trend,VOC_Trend,Vulnerable_Weighted,PM25_Log,VOC_Log,Fire_Indicator_Binary,Env_Risk_Index,Smoke_Temp_Interaction,Predicted_Hazard_Score,Predicted_Evacuation_Priority_Score,DP_Total_Occupancy,DP_Adult_Count,DP_Child_Count,DP_Elderly_Count,DP_Disabled_Count,DP_Vulnerable_Count,DP_Heatmap_Value,Predicted_Hazard_Level,Predicted_Evacuation_Priority_Level
2026-04-02 08:25:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,16,1,1,2,20,0,3.98,Off,Low,Not Started,Yes,34.8,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 20 with no active emergency indicators.,10.35,102.64,23.04,500.94,42.82,0.6,8,25,505,2,1,4,0.2,1.0,0.0,-0.07000000000000028,0.27,22.200000000000003,0.32999999999999996,2.4292177439274116,4.640923355693909,0,0.22387670728035025,91.69919999999999,0.62,35.39,20,15,1,1,2,4,0.588,Low,Moderate
2026-04-02 08:30:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,19,1,1,2,23,0,5.06,Off,Low,Not Started,Yes,36.73,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.,13.16,125.92,22.91,508.38,42.21,1.09,8,30,510,2,1,4,0.17391304347826086,1.0,0.0,-0.129999999999999,1.0799999999999996,23.28,0.28695652173913044,2.6504210882655737,4.843556966714995,0,0.24288458852865716,115.9246,0.88,36.5,24,18,0,1,2,3,0.706,Low,Moderate
2026-04-02 08:35:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,17,1,3,2,23,0,4.09,Off,Low,Not Started,Yes,46.74,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.,10.64,134.75,23.17,531.67,44.57,0.0,8,35,515,2,1,6,0.2608695652173913,1.0,0.0,0.26000000000000156,-0.9699999999999998,8.829999999999998,0.41739130434782606,2.454447442303292,4.910814958814044,0,0.2274781889526691,94.76530000000001,0.5,46.55,24,17,1,2,2,5,0.706,Low,Moderate
2026-04-02 08:40:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,22,1,0,3,26,0,4.24,Off,Low,Not Started,Yes,39.36,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.,11.02,99.06,22.98,488.13,46.52,0.0,8,40,520,2,1,4,0.15384615384615385,1.0,0.0,-0.19000000000000128,0.15000000000000036,-35.69,0.2692307692307692,2.4865719291070616,4.605770006060059,0,0.2285656917235211,97.43520000000001,0.31,39.36,26,22,0,0,3,3,0.765,Low,Moderate
2026-04-02 08:45:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,21,2,3,0,26,0,3.79,Off,Low,Not Started,Yes,40.12,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.,9.86,92.67,23.31,510.89,44.67,0.91,8,45,525,2,1,5,0.19230769230769232,1.0,0.0,0.3299999999999983,-0.4500000000000002,-6.390000000000001,0.27307692307692305,2.3850863145057892,4.539777967221039,0,0.22238544796451978,88.3449,0.36,41.07,26,21,2,4,1,7,0.765,Low,Moderate
2026-04-02 08:50:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,21,0,1,2,24,0,3.21,Off,Low,Not Started,Yes,32.56,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 24 with no active emergency indicators.,8.35,89.53,23.55,553.47,45.5,0.66,8,50,530,2,1,3,0.125,1.0,0.0,0.240000000000002,-0.5800000000000001,-3.1400000000000006,0.22083333333333333,2.2353763433005955,4.505681287487349,0,0.2105724515389161,75.5955,0.45,31.74,24,21,1,2,1,4,0.706,Low,Moderate
2026-04-02 08:55:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,19,0,2,3,24,0,2.82,Off,Low,Not Started,Yes,44.16,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 24 with no active emergency indicators.,7.34,86.56,23.1,571.34,46.58,0.0,8,55,535,2,1,5,0.20833333333333334,1.0,0.0,-0.4499999999999993,-0.3900000000000001,-2.969999999999999,0.3625,2.1210632163706555,4.472324272654662,0,0.19598624119264857,65.142,0.35,43.43,24,20,0,1,3,4,0.706,Low,Moderate
2026-04-02 09:00:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,22,1,0,3,26,0,2.22,Off,Low,Not Started,Yes,39.36,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 26 with no active emergency indicators.,5.76,78.44,22.52,524.58,47.1,0.0,9,0,540,2,1,4,0.15384615384615385,1.0,0.0,-0.5800000000000018,-0.5999999999999996,-8.120000000000005,0.2692307692307692,1.9110228900548727,4.375002019736917,0,0.17214494193614294,49.994400000000006,0.32,39.59,25,22,1,0,5,6,0.735,Low,Moderate
2026-04-02 09:05:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,23,0,3,1,27,0,2.25,Off,Low,Not Started,Yes,38.11,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 27 with no active emergency indicators.,5.86,79.51,22.61,530.04,46.57,0.63,9,5,545,2,1,4,0.14814814814814814,1.0,0.0,0.08999999999999986,0.029999999999999805,1.0700000000000074,0.23703703703703705,1.925707441737794,4.388381400311889,0,0.1741609810307661,50.8725,0.34,37.79,29,24,2,4,1,7,0.853,Low,Moderate
2026-04-02 09:10:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,23,2,2,1,28,0,1.84,Off,Low,Not Started,Yes,42.45,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.,4.78,77.71,22.22,540.5,46.68,0.45,9,10,550,2,1,5,0.17857142857142858,1.0,0.0,-0.39000000000000057,-0.4099999999999999,-1.8000000000000114,0.26785714285714285,1.7544036826842861,4.3657702121543585,0,0.15593139931697933,40.8848,0.37,43.06,28,22,2,4,0,6,0.824,Low,Moderate
2026-04-02 09:15:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,22,1,4,2,29,0,1.3,Off,Low,Not Started,Yes,51.57,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 29 with no active emergency indicators.,3.37,74.59,22.55,546.77,46.91,0.0,9,15,555,2,1,7,0.2413793103448276,1.0,0.0,0.33000000000000185,-0.54,-3.1199999999999903,0.38275862068965516,1.4747630091074988,4.325323999304086,0,0.1330236234214964,29.315,0.36,51.72,31,21,1,4,1,6,0.912,Low,High
2026-04-02 09:20:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,22,2,3,1,28,0,2.87,Off,Low,Not Started,Yes,47.5,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.,7.47,80.65,22.47,531.49,47.94,0.0,9,20,560,2,1,6,0.21428571428571427,1.0,0.0,-0.08000000000000185,1.57,6.060000000000002,0.32142857142857145,2.136530508663963,4.402441819416474,0,0.19203136211871696,64.4889,0.39,48.53,27,21,1,2,0,3,0.794,Low,Moderate
2026-04-02 09:25:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,28,0,2,0,30,0,1.79,Off,Low,Not Started,Yes,27.79,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,4.66,79.58,22.82,546.09,50.66,0.32,9,25,565,2,1,2,0.06666666666666667,1.0,0.0,0.3500000000000014,-1.08,-1.0700000000000074,0.1,1.7334238922150915,4.389250479763201,0,0.15822693288139356,40.8478,0.35,26.2,31,28,1,3,1,5,0.912,Low,Moderate
2026-04-02 09:30:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,22,0,4,4,30,0,1.78,Off,Low,Not Started,Yes,52.19,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,4.64,75.92,23.04,564.91,49.0,0.11,9,30,570,2,1,8,0.26666666666666666,1.0,0.0,0.21999999999999886,-0.010000000000000009,-3.6599999999999966,0.4533333333333333,1.7298840655099674,4.342765920720579,0,0.15942611547739857,41.0112,0.3,52.21,31,27,1,5,4,10,0.912,Low,High
2026-04-02 09:35:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,25,0,5,3,33,0,2.31,Off,Low,Not Started,Yes,54.1,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 33 with no active emergency indicators.,6.01,97.05,23.69,573.26,48.03,0.55,9,35,575,2,1,8,0.24242424242424243,1.0,0.0,0.6500000000000021,0.53,21.129999999999995,0.39999999999999997,1.9473377010464987,4.585477552642355,0,0.18452972055116623,54.72390000000001,0.83,53.3,32,24,0,3,3,6,0.941,Low,High
2026-04-02 09:40:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,26,1,2,1,30,0,2.47,Off,Low,Not Started,Yes,39.06,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,6.43,106.26,23.11,561.88,47.38,0.49,9,40,580,2,1,4,0.13333333333333333,1.0,0.0,-0.5800000000000018,0.16000000000000014,9.210000000000008,0.20666666666666664,2.005525858729668,4.675255793554779,0,0.1853908103809705,57.081700000000005,0.33,38.94,30,27,1,3,3,7,0.882,Low,Moderate
2026-04-02 09:45:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,28,1,2,0,31,0,1.01,Off,Low,Not Started,Yes,33.23,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 31 with no active emergency indicators.,2.62,119.52,22.44,591.5,45.09,1.03,9,45,585,2,1,3,0.0967741935483871,1.0,0.0,-0.6699999999999982,-1.4600000000000002,13.259999999999991,0.13870967741935483,1.2864740258376797,4.791815714262101,0,0.11547390855919014,22.6644,0.62,33.11,31,28,0,1,1,2,0.912,Low,Moderate
2026-04-02 09:50:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,24,5,2,0,31,0,0.57,Off,Low,Not Started,Yes,51.31,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 31 with no active emergency indicators.,1.47,116.74,23.08,556.3,45.2,0.77,9,50,590,2,1,7,0.22580645161290322,1.0,0.0,0.639999999999997,-0.44000000000000006,-2.780000000000001,0.3064516129032258,0.9042181506398859,4.768478803600115,0,0.08347741966707425,13.155599999999998,0.61,51.59,31,23,7,3,0,10,0.912,Low,High
2026-04-02 09:55:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,29,0,2,2,33,0,0.73,Off,Low,Not Started,Yes,42.69,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 33 with no active emergency indicators.,1.89,128.22,22.84,576.33,44.65,0.08,9,55,595,2,1,4,0.12121212121212122,1.0,0.0,-0.23999999999999844,0.16000000000000003,11.480000000000004,0.20606060606060606,1.0612565021243408,4.86151637813002,0,0.09695639403407977,16.673199999999998,0.6,41.04,33,29,0,1,2,3,0.971,Low,Moderate
2026-04-02 10:00:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,21,1,1,5,28,0,0.57,Off,Low,Not Started,Yes,51.0,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.,1.48,125.59,22.29,579.2,43.88,0.0,10,0,600,2,1,7,0.25,1.0,0.0,-0.5500000000000007,-0.16000000000000003,-2.6299999999999955,0.43928571428571433,0.9082585601768908,4.840953517648737,0,0.08098033322537158,12.705299999999998,0.52,51.04,29,20,0,2,5,7,0.853,Low,High
2026-04-02 10:05:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,27,0,2,1,30,0,2.07,Off,Low,Not Started,Yes,34.36,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,5.37,119.4,21.93,535.13,43.92,0.14,10,5,605,2,1,3,0.1,1.0,0.0,-0.35999999999999943,1.5,-6.189999999999998,0.16333333333333336,1.851599469584072,4.79081953287472,0,0.1624223054719148,45.3951,0.64,33.99,32,28,0,0,0,0,0.941,Low,Moderate
2026-04-02 10:10:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,22,3,4,0,29,0,2.78,Off,Low,Not Started,Yes,51.22,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 29 with no active emergency indicators.,7.24,123.58,22.47,532.48,44.62,0.0,10,10,610,2,1,7,0.2413793103448276,1.0,0.0,0.5399999999999991,0.71,4.179999999999993,0.3413793103448276,2.1090003439213802,4.824948079825999,0,0.18955695091165364,62.46659999999999,0.69,51.56,28,21,4,6,0,10,0.824,Low,High
2026-04-02 10:15:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,22,1,4,2,29,0,2.05,Off,Low,Not Started,Yes,51.69,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 29 with no active emergency indicators.,5.32,123.66,22.96,533.71,45.44,0.26,10,15,615,2,1,7,0.2413793103448276,1.0,0.0,0.490000000000002,-0.73,0.0799999999999983,0.38275862068965516,1.843719208158766,4.825590031380704,0,0.1693271720773011,47.068,0.61,51.66,29,22,2,4,2,8,0.853,Low,High
2026-04-02 10:20:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,24,2,2,2,30,0,1.42,Off,Low,Not Started,Yes,50.4,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,3.7,129.05,22.67,566.96,46.93,0.79,10,20,620,2,1,6,0.2,1.0,0.0,-0.28999999999999915,-0.6299999999999999,5.390000000000015,0.3133333333333333,1.547562508716013,4.867918991894661,0,0.14033296829036807,32.1914,0.42,50.76,27,23,3,3,5,11,0.794,Low,High
2026-04-02 10:25:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,23,1,7,0,31,0,1.24,Off,Low,Not Started,Yes,53.35,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 31 with no active emergency indicators.,3.22,133.44,22.65,602.13,46.56,1.42,10,25,625,2,1,8,0.25806451612903225,1.0,0.0,-0.020000000000003126,-0.17999999999999994,4.389999999999986,0.3806451612903226,1.4398351280479205,4.901118002856905,0,0.13044906260114159,28.086,0.44,52.87,31,22,0,7,0,7,0.912,Low,High
2026-04-02 10:30:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,25,1,2,2,30,0,1.94,Off,Low,Not Started,Yes,45.79,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,5.05,101.45,22.65,580.38,46.05,0.67,10,30,630,2,1,5,0.16666666666666666,1.0,0.0,0.0,0.7,-31.989999999999995,0.26999999999999996,1.80005827204275,4.629374874684909,0,0.16308527944707313,43.940999999999995,0.44,45.23,30,18,2,3,2,7,0.882,Low,Moderate
2026-04-02 10:35:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,24,2,4,2,32,0,2.6,Off,Low,Not Started,Yes,53.67,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 32 with no active emergency indicators.,6.75,95.99,22.14,587.9,47.27,0.86,10,35,635,2,1,8,0.25,1.0,0.0,-0.509999999999998,0.6600000000000001,-5.460000000000008,0.38749999999999996,2.0476928433652555,4.574607880405451,0,0.18134367820842703,57.564,0.45,52.93,32,23,1,5,2,8,0.941,Low,High
2026-04-02 10:40:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,30,0,2,1,33,0,2.37,Off,Low,Not Started,Yes,36.01,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 33 with no active emergency indicators.,6.16,75.94,21.96,620.15,49.54,0.0,10,40,640,2,1,3,0.09090909090909091,1.0,0.0,-0.17999999999999972,-0.22999999999999998,-20.049999999999997,0.1484848484848485,1.9685099809725544,4.343025897324149,0,0.17291391672862919,52.0452,0.38,34.77,28,30,2,4,1,7,0.824,Low,Moderate
2026-04-02 10:45:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,25,2,3,0,30,0,3.0,Off,Low,Not Started,Yes,42.28,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,7.79,80.4,22.61,609.57,46.88,0.63,10,45,645,2,1,5,0.16666666666666666,1.0,0.0,0.6499999999999986,0.6299999999999999,4.460000000000008,0.23666666666666666,2.1736147116970854,4.399375273008495,0,0.19658171452588438,67.83,0.61,42.72,30,25,2,3,0,5,0.882,Low,Moderate
2026-04-02 10:50:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,17,2,6,3,28,0,2.85,Off,Low,Not Started,Yes,51.36,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.,7.41,76.23,23.28,576.39,41.81,0.8,10,50,650,2,1,11,0.39285714285714285,1.0,0.0,0.6700000000000017,-0.1499999999999999,-4.170000000000002,0.6178571428571428,2.1294214739848565,4.346787982581173,0,0.19829172765746983,66.348,0.55,50.97,27,17,1,6,1,8,0.794,Low,High
2026-04-02 10:55:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,21,4,2,3,30,0,3.77,Off,Low,Not Started,Yes,52.44,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,9.81,80.04,22.87,603.7,42.86,0.67,10,55,655,2,1,9,0.3,1.0,0.0,-0.41000000000000014,0.9199999999999999,3.8100000000000023,0.46333333333333326,2.3804716316511167,4.394942859940428,0,0.21776554486344418,86.21990000000001,0.43,52.28,30,21,4,3,3,10,0.882,Low,High
2026-04-02 11:00:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,25,1,4,0,30,0,4.78,Off,Low,Not Started,Yes,42.69,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,12.43,87.52,23.63,612.37,45.22,0.0,11,0,660,2,1,5,0.16666666666666666,1.0,0.0,0.759999999999998,1.0100000000000002,7.47999999999999,0.24333333333333332,2.5974910105351463,4.483228515182849,0,0.24551485031578202,112.9514,0.59,42.76,28,25,0,0,0,0,0.824,Low,Moderate
2026-04-02 11:05:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,21,4,4,2,31,0,5.03,Off,Low,Not Started,Yes,52.71,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 31 with no active emergency indicators.,13.07,93.08,23.89,571.49,44.51,0.0,11,5,665,2,1,10,0.3225806451612903,1.0,0.0,0.26000000000000156,0.25,5.560000000000002,0.4838709677419355,2.644044871126298,4.544145484150317,0,0.252664927884829,120.1667,0.44,52.73,31,21,5,7,3,15,0.912,Low,High
2026-04-02 11:10:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,22,3,3,1,29,0,3.77,Off,Low,Not Started,Yes,51.76,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 29 with no active emergency indicators.,9.81,102.59,24.25,597.02,49.5,0.43,11,10,670,2,1,7,0.2413793103448276,1.0,0.0,0.35999999999999943,-1.2600000000000002,9.510000000000005,0.3551724137931035,2.3804716316511167,4.640440800070011,0,0.2309057482701583,91.4225,0.41,51.71,29,21,3,2,2,7,0.853,Low,High
2026-04-02 11:15:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,27,2,2,1,32,0,4.63,Off,Low,Not Started,Yes,44.99,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 32 with no active emergency indicators.,12.05,112.11,24.3,616.95,50.86,1.0,11,15,675,2,1,5,0.15625,1.0,0.0,0.05000000000000071,0.8599999999999999,9.519999999999996,0.234375,2.5687881337687024,4.7283607965432894,0,0.24968620660231788,112.509,0.41,43.9,30,26,2,3,1,6,0.882,Low,Moderate
2026-04-02 11:20:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,23,4,2,1,30,0,5.05,Off,Low,Not Started,Yes,52.53,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 30 with no active emergency indicators.,13.14,92.37,24.71,605.68,47.71,0.85,11,20,680,2,1,7,0.23333333333333334,1.0,0.0,0.41000000000000014,0.41999999999999993,-19.739999999999995,0.33666666666666667,2.6490076604684267,4.5365700944958345,0,0.2618279171606993,124.7855,0.47,52.28,26,22,4,2,1,7,0.765,Low,High
2026-04-02 11:25:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,26,1,1,3,31,0,5.17,Off,Low,Not Started,Yes,47.68,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 31 with no active emergency indicators.,13.45,122.59,24.07,605.01,48.07,0.48,11,25,685,2,1,5,0.16129032258064516,1.0,0.0,-0.6400000000000006,0.1200000000000001,30.22,0.27419354838709675,2.670694414558441,4.8169696356016445,0,0.2571344582336867,124.4419,0.71,45.51,30,24,0,1,3,4,0.882,Low,Moderate
2026-04-02 11:30:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,27,2,2,1,32,0,5.48,Off,Low,Not Started,Yes,44.7,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 32 with no active emergency indicators.,14.25,127.51,23.71,579.64,47.18,0.37,11,30,690,2,1,5,0.15625,1.0,0.0,-0.35999999999999943,0.3100000000000005,4.920000000000002,0.234375,2.7245795030534206,4.85600672231905,0,0.2583991200695864,129.9308,0.38,44.11,32,27,2,1,1,4,0.941,Low,Moderate
2026-04-02 11:35:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,21,1,6,0,28,0,4.8,Off,Low,Not Started,Yes,51.0,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.,12.48,121.74,23.35,636.71,48.2,0.0,11,35,695,2,1,7,0.25,1.0,0.0,-0.35999999999999943,-0.6800000000000006,-5.77000000000001,0.3678571428571429,2.601207105484161,4.810068296960951,0,0.24295274365222064,112.08,0.36,51.05,28,21,1,6,0,7,0.824,Low,High
2026-04-02 11:40:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,27,0,5,1,33,0,4.35,Off,Low,Not Started,Yes,51.76,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 33 with no active emergency indicators.,11.31,131.73,22.59,577.6,48.34,0.0,11,40,700,2,1,6,0.18181818181818182,1.0,0.0,-0.7600000000000016,-0.4500000000000002,9.989999999999995,0.28484848484848485,2.510411940196362,4.888316989638111,0,0.22684082291614327,98.2665,0.51,50.21,33,27,1,6,2,9,0.971,Low,High
2026-04-02 11:45:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,24,2,0,2,28,0,4.25,Off,Low,Not Started,Yes,38.4,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 28 with no active emergency indicators.,11.05,138.65,22.48,600.33,52.1,0.0,11,45,705,2,1,4,0.14285714285714285,1.0,0.0,-0.10999999999999943,-0.09999999999999964,6.920000000000016,0.2285714285714286,2.489064659936664,4.939139292391186,0,0.22381669422150482,95.54,0.38,38.69,29,24,1,0,2,3,0.853,Low,Moderate
2026-04-02 11:50:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,21,0,3,5,29,0,5.46,Off,Low,Not Started,Yes,51.65,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 29 with no active emergency indicators.,14.19,141.82,23.73,597.86,51.84,0.18,11,50,710,2,1,8,0.27586206896551724,1.0,0.0,1.25,1.21,3.1699999999999875,0.4827586206896552,2.7206373166076814,4.961585096120964,0,0.25824289409240114,129.5658,0.7,51.7,30,22,0,2,5,7,0.882,Low,High
2026-04-02 11:55:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,23,2,5,2,32,0,4.14,Off,Low,Not Started,Yes,53.62,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 32 with no active emergency indicators.,10.76,133.61,24.29,607.82,50.17,0.74,11,55,715,2,1,9,0.28125,1.0,0.0,0.5599999999999987,-1.3200000000000003,-8.20999999999998,0.43437499999999996,2.464703942470481,4.9023817086560015,0,0.23947063505043192,100.5606,0.64,53.16,32,24,2,5,1,8,0.941,Low,High
2026-04-02 12:00:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,19,0,4,0,23,0,5.39,Off,Low,Not Started,Yes,34.62,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 23 with no active emergency indicators.,14.01,124.57,24.01,575.97,48.36,1.06,12,0,720,2,1,4,0.17391304347826086,1.0,0.0,-0.2799999999999976,1.25,-9.04000000000002,0.2608695652173913,2.7087166456453704,4.8328633720008725,0,0.26014514664778143,129.4139,0.55,35.07,23,19,0,3,0,3,0.676,Low,Moderate
2026-04-02 12:05:00,MON-20260402,Level 1,Z2,Workspace,36.0,12.0,64.0,44.0,50.0,28.0,15,1,7,2,25,0,5.7,Off,Low,Not Started,Yes,49.62,0,Routine Monitoring,Z2 (Workspace) under normal monitoring. Occupancy at 25 with no active emergency indicators.,14.83,123.61,24.07,554.87,50.09,0.74,12,5,725,2,1,10,0.4,1.0,0.0,0.05999999999999872,0.3100000000000005,-0.9599999999999937,0.6240000000000001,2.761906873892921,4.8251888599547765,0,0.2659163938184104,137.199,0.61,49.27,25,15,0,7,0,7,0.735,Low,Moderate
